FAKEID,prob of Renewal,prob of Defect,Predicted Defect
109S61OF,0.0,1.0,1
634R96VR,0.0,1.0,1
799B54PH,1.0,0.0,0
156B83KL,0.0,1.0,1
258G53YA,1.0,0.0,0
455F10KM,0.5,0.5,0
243D84BS,0.0,1.0,1
629B75TU,0.5,0.5,0
531P01QC,1.0,0.0,0
608N90GU,1.0,0.0,0
296C94MK,0.0,1.0,1
749R45VD,1.0,0.0,0
655E55HY,0.0,1.0,1
836M60ND,0.0,1.0,1
176F03YO,0.0,1.0,1
144Z74FF,0.0,1.0,1
543L18QD,1.0,0.0,0
626J56KP,0.0,1.0,1
831K95PY,1.0,0.0,0
182M77WJ,0.0,1.0,1
261O51KG,0.0,1.0,1
427O45EG,1.0,0.0,0
107P65UW,0.0,1.0,1
773D42AF,0.0,1.0,1
701C15XS,0.0,1.0,1
243F13AF,0.0,1.0,1
147S05YQ,1.0,0.0,0
815W38TE,1.0,0.0,0
615E19GV,0.0,1.0,1
737J72SO,1.0,0.0,0
872N20VW,1.0,0.0,0
656C94HJ,1.0,0.0,0
836F33MP,0.0,1.0,1
964P75SP,0.0,1.0,1
518J84GD,0.0,1.0,1
247W45KD,1.0,0.0,0
461H75YZ,1.0,0.0,0
717H75GO,1.0,0.0,0
086J79LN,1.0,0.0,0
235A07UP,0.0,1.0,1
138V57RW,0.0,1.0,1
404O98IL,1.0,0.0,0
692B04BX,1.0,0.0,0
632R60MN,1.0,0.0,0
661K09ZK,1.0,0.0,0
975V63XW,1.0,0.0,0
050I49IA,0.0,1.0,1
422G26MH,0.0,1.0,1
387Y78XQ,1.0,0.0,0
429P96SU,0.0,1.0,1
922C41HP,0.0,1.0,1
483L57MQ,0.0,1.0,1
573H20WY,0.0,1.0,1
756U98MT,1.0,0.0,0
686O05RC,0.0,1.0,1
281W42TE,1.0,0.0,0
015R43JY,1.0,0.0,0
824K03JM,0.0,1.0,1
966O16KF,0.0,1.0,1
246V99UQ,0.0,1.0,1
731K85LK,0.0,1.0,1
986F62GM,1.0,0.0,0
672K71FK,1.0,0.0,0
888O60FA,0.0,1.0,1
136U41VF,1.0,0.0,0
785T97PC,0.5,0.5,0
478K70YJ,1.0,0.0,0
824Q82DM,0.0,1.0,1
186L02DV,1.0,0.0,0
845N35VY,0.0,1.0,1
899I07MQ,0.0,1.0,1
090W22HJ,0.0,1.0,1
729Y77TR,1.0,0.0,0
894N33KT,0.0,1.0,1
736K32ZJ,0.0,1.0,1
914B40TU,1.0,0.0,0
955K79RL,0.0,1.0,1
048S70WH,1.0,0.0,0
852N12XH,1.0,0.0,0
122C75VY,1.0,0.0,0
466U88PQ,1.0,0.0,0
965B89BD,0.0,1.0,1
079O98MK,1.0,0.0,0
828C66AX,0.0,1.0,1
744F46VG,0.0,1.0,1
462K78FA,0.25,0.75,1
324I43UU,1.0,0.0,0
738K47VN,1.0,0.0,0
961R39TS,0.0,1.0,1
178N50CF,1.0,0.0,0
105M18GR,1.0,0.0,0
645X37LC,0.0,1.0,1
486C25FE,1.0,0.0,0
792V54RC,1.0,0.0,0
684P94EU,0.0,1.0,1
468T57SV,0.0,1.0,1
502F67RV,1.0,0.0,0
620B00IY,1.0,0.0,0
644R41SY,1.0,0.0,0
999N92MS,0.0,1.0,1
729G85FX,0.0,1.0,1
823K43LF,0.0,1.0,1
277B29OK,0.0,1.0,1
936E89JU,0.0,1.0,1
479K42PX,1.0,0.0,0
593C52VD,0.0,1.0,1
313T02MS,0.0,1.0,1
036L31TK,1.0,0.0,0
195D45XU,0.0,1.0,1
850A03FP,0.0,1.0,1
211R46YL,0.0,1.0,1
879V32BP,0.0,1.0,1
716S45XD,1.0,0.0,0
194S71QH,1.0,0.0,0
242B94IR,0.0,1.0,1
820K72FZ,0.0,1.0,1
049A78RA,0.0,1.0,1
183W99DB,0.0,1.0,1
428I40KL,1.0,0.0,0
871B30AB,0.0,1.0,1
514T96SG,1.0,0.0,0
274V58WX,1.0,0.0,0
448F00LG,1.0,0.0,0
963R03TO,0.0,1.0,1
659Q29EM,1.0,0.0,0
517V19EL,0.0,1.0,1
519E64OF,1.0,0.0,0
340S53VB,1.0,0.0,0
927Q90QK,0.0,1.0,1
944O13CN,0.0,1.0,1
319G33PH,1.0,0.0,0
807C00ZI,0.0,1.0,1
585P56CP,1.0,0.0,0
951U11DW,1.0,0.0,0
503I15AI,0.0,1.0,1
124M79XL,0.0,1.0,1
730X93DY,0.0,1.0,1
904G67HP,0.0,1.0,1
826L59NV,0.0,1.0,1
652S14WI,1.0,0.0,0
509G33GA,1.0,0.0,0
417G93UX,1.0,0.0,0
163F27IV,1.0,0.0,0
235O07MA,0.0,1.0,1
051K96FK,0.0,1.0,1
045H35GZ,1.0,0.0,0
564E29GO,0.0,1.0,1
185H88XX,1.0,0.0,0
212B48HE,0.0,1.0,1
590V88WR,1.0,0.0,0
296E56YS,0.0,1.0,1
926B92LO,0.0,1.0,1
746V63JZ,0.0,1.0,1
440J63HE,1.0,0.0,0
520E67XV,0.0,1.0,1
833B85WC,1.0,0.0,0
643J84HH,1.0,0.0,0
539M92HA,0.0,1.0,1
884Z27TM,0.0,1.0,1
455Q14EC,1.0,0.0,0
998K32WV,0.0,1.0,1
589U72RR,1.0,0.0,0
686S40AO,0.0,1.0,1
794E57TQ,1.0,0.0,0
046Y88UO,0.0,1.0,1
128F42UP,1.0,0.0,0
228D66BO,0.0,1.0,1
703W83XU,0.5,0.5,0
407S97AL,0.0,1.0,1
759I25WD,0.0,1.0,1
402G41JR,0.0,1.0,1
108W74NZ,1.0,0.0,0
048U01TM,1.0,0.0,0
017Y83NR,0.0,1.0,1
118U10ON,0.0,1.0,1
073C58FD,1.0,0.0,0
159S63CR,0.0,1.0,1
539W81GW,1.0,0.0,0
782S91OK,1.0,0.0,0
472T26NE,0.0,1.0,1
869C67LD,0.0,1.0,1
012S50QX,0.0,1.0,1
981F57IO,0.0,1.0,1
188G25DZ,1.0,0.0,0
811S98RI,0.0,1.0,1
518M87TI,0.0,1.0,1
722O05NL,1.0,0.0,0
935D24PA,0.0,1.0,1
894V64UU,0.0,1.0,1
696U85VW,0.0,1.0,1
694R53UL,0.0,1.0,1
238L21QP,0.0,1.0,1
874B98TS,0.0,1.0,1
587M93CH,1.0,0.0,0
638O77XX,1.0,0.0,0
278L53YO,0.0,1.0,1
847W76LW,1.0,0.0,0
348P38RP,0.0,1.0,1
349D02SP,0.0,1.0,1
749Q78MO,0.25,0.75,1
122N26LJ,1.0,0.0,0
267U76BF,0.0,1.0,1
020X03VQ,0.0,1.0,1
798Z65WF,0.0,1.0,1
405I99RC,1.0,0.0,0
158R00GL,1.0,0.0,0
915N85JK,0.0,1.0,1
672H78NY,0.0,1.0,1
161P38CJ,0.0,1.0,1
730B14UM,0.0,1.0,1
511Q20MP,0.0,1.0,1
787M55IJ,1.0,0.0,0
329A71BD,0.0,1.0,1
664N56MQ,0.0,1.0,1
044C20VX,1.0,0.0,0
130R03QK,0.0,1.0,1
928F81PQ,1.0,0.0,0
959K96DU,1.0,0.0,0
854B64RQ,1.0,0.0,0
001J07ZP,0.0,1.0,1
511X78MT,1.0,0.0,0
889S62SO,1.0,0.0,0
972R38VA,0.5,0.5,0
896E31DV,0.5,0.5,0
983I87VS,0.0,1.0,1
446G00WV,1.0,0.0,0
448M29XF,0.0,1.0,1
233A12TO,0.0,1.0,1
832Z48YF,1.0,0.0,0
634F46XS,1.0,0.0,0
336H19PJ,1.0,0.0,0
014T96KZ,1.0,0.0,0
492M29DU,0.0,1.0,1
223Y56KI,0.0,1.0,1
291C69ZG,1.0,0.0,0
856D33WB,0.0,1.0,1
745O29RD,0.0,1.0,1
277I59CM,1.0,0.0,0
247D64KJ,0.0,1.0,1
058L22HM,0.0,1.0,1
692E51UL,1.0,0.0,0
089T20UY,1.0,0.0,0
102Y26QJ,0.0,1.0,1
866V56MV,0.0,1.0,1
488R72PR,0.0,1.0,1
922C31PX,0.0,1.0,1
140X86FR,1.0,0.0,0
332Q57DR,0.0,1.0,1
849B33OZ,0.0,1.0,1
623J88TP,0.0,1.0,1
732Z44VO,1.0,0.0,0
002V56RW,0.0,1.0,1
069U34AZ,0.0,1.0,1
178K66EA,0.4444444444444444,0.5555555555555556,1
779S33BZ,1.0,0.0,0
158H73EV,1.0,0.0,0
226P21PB,0.0,1.0,1
918V91HK,1.0,0.0,0
851L58JR,1.0,0.0,0
721J39YE,0.5,0.5,0
172A68CU,0.0,1.0,1
161U45SG,1.0,0.0,0
388A64GC,1.0,0.0,0
197J81ZJ,1.0,0.0,0
171R63ZN,0.0,1.0,1
263V91MH,1.0,0.0,0
520P53CN,0.0,1.0,1
473D98OE,1.0,0.0,0
531V35LW,0.0,1.0,1
023R96SS,1.0,0.0,0
318Y55ID,0.0,1.0,1
287E69FI,0.0,1.0,1
815D64CG,0.0,1.0,1
664P16AI,0.0,1.0,1
644M39RS,0.0,1.0,1
771E62EU,0.0,1.0,1
636L97GX,1.0,0.0,0
988N36NN,0.0,1.0,1
225O48IF,0.0,1.0,1
797Q93VD,1.0,0.0,0
295Y02QF,1.0,0.0,0
972S35SZ,1.0,0.0,0
591X01OH,0.0,1.0,1
956L58MN,1.0,0.0,0
046Z93MR,0.0,1.0,1
655K29OJ,0.0,1.0,1
594Z75MK,0.0,1.0,1
054M37KB,1.0,0.0,0
589F90SL,0.0,1.0,1
896K92QI,1.0,0.0,0
745C95RS,1.0,0.0,0
558D59YT,1.0,0.0,0
451K33QW,0.0,1.0,1
515S77DL,1.0,0.0,0
651I01ZE,0.0,1.0,1
475W14OK,0.0,1.0,1
880H37LS,0.0,1.0,1
246I59GZ,0.0,1.0,1
701I89FZ,0.0,1.0,1
548E86SX,1.0,0.0,0
658B96RE,0.0,1.0,1
671C88PP,1.0,0.0,0
393L27GI,1.0,0.0,0
492I48UD,0.0,1.0,1
885L97SY,1.0,0.0,0
508U05IK,0.0,1.0,1
836P16KV,1.0,0.0,0
011M17IZ,0.0,1.0,1
599S73ND,1.0,0.0,0
064Q67YU,0.0,1.0,1
196J39TV,1.0,0.0,0
736U02MQ,0.0,1.0,1
914D52QL,1.0,0.0,0
818Q42PP,1.0,0.0,0
919W16PE,1.0,0.0,0
995Y49ME,0.0,1.0,1
724O69IZ,1.0,0.0,0
823T40DT,1.0,0.0,0
099D84TR,1.0,0.0,0
497Z38OM,0.0,1.0,1
456X66XX,1.0,0.0,0
276U22HA,1.0,0.0,0
537S97KE,1.0,0.0,0
589P96SF,1.0,0.0,0
549T91HG,1.0,0.0,0
319T77YL,0.0,1.0,1
367Y50ON,1.0,0.0,0
755C00VB,1.0,0.0,0
146M61BF,0.0,1.0,1
739V58YN,0.0,1.0,1
411L53GV,1.0,0.0,0
773G37CV,1.0,0.0,0
245U68NB,1.0,0.0,0
389U98OJ,0.0,1.0,1
435T84TC,0.0,1.0,1
398W40KZ,1.0,0.0,0
458D78IZ,0.0,1.0,1
968P73SV,0.0,1.0,1
794O95QT,1.0,0.0,0
243B11AB,0.0,1.0,1
177X21SL,1.0,0.0,0
208G91IL,0.0,1.0,1
864Z30NU,0.0,1.0,1
330C36SX,1.0,0.0,0
039E95GW,0.0,1.0,1
666Q53BD,0.0,1.0,1
773X23PU,0.0,1.0,1
286C25LD,1.0,0.0,0
227V71SF,1.0,0.0,0
099H50FI,0.0,1.0,1
126W16PM,0.0,1.0,1
460M81SK,0.0,1.0,1
253K62DB,1.0,0.0,0
036H88CX,1.0,0.0,0
135H68LU,1.0,0.0,0
541B58DG,1.0,0.0,0
832M99XH,1.0,0.0,0
632E88MJ,0.0,1.0,1
619X02GO,0.0,1.0,1
075Z44SE,1.0,0.0,0
433L32TX,1.0,0.0,0
412Z36PT,1.0,0.0,0
299I99QU,1.0,0.0,0
990G63NN,0.0,1.0,1
922H25BC,0.0,1.0,1
031F16CT,0.0,1.0,1
847C33ZD,0.0,1.0,1
276S77UN,1.0,0.0,0
252T25DD,1.0,0.0,0
137Z23UM,0.0,1.0,1
330G97AY,1.0,0.0,0
049L15WL,0.0,1.0,1
509E05VM,1.0,0.0,0
376W44VX,0.0,1.0,1
550Z60MB,0.0,1.0,1
671C78HF,1.0,0.0,0
456V85VX,1.0,0.0,0
532H11ON,1.0,0.0,0
303E34GW,0.0,1.0,1
594L96WI,1.0,0.0,0
227G80DW,0.0,1.0,1
696L38XJ,1.0,0.0,0
815F80ZO,0.0,1.0,1
778R81NO,0.0,1.0,1
141R12QL,0.0,1.0,1
765W86AT,0.0,1.0,1
025K77RE,0.0,1.0,1
659W04LS,0.0,1.0,1
469E94VT,0.0,1.0,1
065W25AF,0.25,0.75,1
270W45OX,0.0,1.0,1
202D84YD,0.0,1.0,1
498U12MU,1.0,0.0,0
296D07KK,0.0,1.0,1
559C57DX,1.0,0.0,0
172D52ZO,0.0,1.0,1
600N30KG,0.0,1.0,1
028Q46IT,0.0,1.0,1
965N18VX,0.0,1.0,1
719E71QG,0.0,1.0,1
042Z73IE,0.0,1.0,1
783W59BH,1.0,0.0,0
089B01BA,1.0,0.0,0
644Z11TG,0.0,1.0,1
655O27GC,0.0,1.0,1
087Q41KV,0.0,1.0,1
962X54TH,1.0,0.0,0
557X75TH,0.0,1.0,1
799Y35YZ,1.0,0.0,0
958P84PR,0.0,1.0,1
247D00VX,0.0,1.0,1
588C45KI,1.0,0.0,0
568R02YN,0.0,1.0,1
408L82XZ,1.0,0.0,0
905C03GX,0.0,1.0,1
153R46NE,0.0,1.0,1
332O05GL,0.0,1.0,1
652F03ZC,0.0,1.0,1
539W43JL,1.0,0.0,0
813Z29ED,1.0,0.0,0
733X23KU,0.0,1.0,1
138N29ZH,0.0,1.0,1
153Z73LV,0.0,1.0,1
061E84JV,0.0,1.0,1
509C65GF,1.0,0.0,0
188K77AW,1.0,0.0,0
452P60QA,1.0,0.0,0
974G44WL,1.0,0.0,0
701K40FO,0.0,1.0,1
494W86MC,0.0,1.0,1
107O72XT,1.0,0.0,0
210V33WE,0.0,1.0,1
931Y80JH,1.0,0.0,0
097P79YV,1.0,0.0,0
639U53JZ,1.0,0.0,0
355Z59VF,1.0,0.0,0
666D60GW,0.0,1.0,1
734S35IZ,1.0,0.0,0
087V05BJ,1.0,0.0,0
683S01ZS,1.0,0.0,0
973M29PF,1.0,0.0,0
397U71CN,0.0,1.0,1
953J61DQ,0.0,1.0,1
213A03OD,0.0,1.0,1
957S08XD,0.0,1.0,1
035U67NV,0.25,0.75,1
927F81ON,0.0,1.0,1
648F16RP,1.0,0.0,0
485V16FC,0.0,1.0,1
934G11FM,0.0,1.0,1
526T53SO,1.0,0.0,0
089G98NF,0.0,1.0,1
103Q42KI,1.0,0.0,0
929P71GC,1.0,0.0,0
061I17NA,0.0,1.0,1
857V68SG,0.0,1.0,1
109T61PG,0.0,1.0,1
468P11GF,0.0,1.0,1
754H76WL,1.0,0.0,0
573L19AK,1.0,0.0,0
522L86CQ,0.0,1.0,1
087F04RQ,0.0,1.0,1
958W61HW,1.0,0.0,0
891V74FS,1.0,0.0,0
625N31NA,1.0,0.0,0
464O25JZ,1.0,0.0,0
215X03BG,0.0,1.0,1
661I31US,0.0,1.0,1
503R87CF,0.0,1.0,1
196V26CR,0.0,1.0,1
042B85XQ,1.0,0.0,0
145S22VL,0.0,1.0,1
700U60MP,1.0,0.0,0
055C36BQ,0.0,1.0,1
031Y38VQ,0.0,1.0,1
450F66NY,1.0,0.0,0
544U62UA,0.0,1.0,1
247O60ZX,0.0,1.0,1
013O09AO,1.0,0.0,0
052U83MW,0.0,1.0,1
294S70KG,0.0,1.0,1
313X65WZ,1.0,0.0,0
094N43UL,1.0,0.0,0
315W67WD,1.0,0.0,0
110Z48BX,0.0,1.0,1
104Q23GB,1.0,0.0,0
420Z35FC,1.0,0.0,0
522M70BV,1.0,0.0,0
273E11JM,0.0,1.0,1
400G41UP,0.0,1.0,1
715D17LO,1.0,0.0,0
957R51FG,1.0,0.0,0
326L78BT,0.0,1.0,1
471B85SB,1.0,0.0,0
917A21FW,0.0,1.0,1
622J49PL,0.0,1.0,1
233C44FE,0.0,1.0,1
262R27FF,1.0,0.0,0
037H11CX,0.0,1.0,1
301X06PJ,1.0,0.0,0
498D29HL,1.0,0.0,0
996B27TX,0.0,1.0,1
809B31DM,0.0,1.0,1
510E06BO,0.0,1.0,1
000J71SG,1.0,0.0,0
798L68ZP,0.0,1.0,1
810K01AA,1.0,0.0,0
520Y15QK,0.0,1.0,1
591A14OZ,0.0,1.0,1
174H19XO,1.0,0.0,0
065T83HV,0.0,1.0,1
116N65EJ,0.0,1.0,1
210M97XG,0.0,1.0,1
157Q49ZD,1.0,0.0,0
677J92UD,0.0,1.0,1
203W33NV,0.0,1.0,1
781F71OT,1.0,0.0,0
197Y75FK,0.0,1.0,1
834R85BZ,1.0,0.0,0
121Q46EA,0.0,1.0,1
482H12WQ,0.0,1.0,1
344Z57QD,0.0,1.0,1
984Q17TL,1.0,0.0,0
241D01UP,0.0,1.0,1
289P31IS,1.0,0.0,0
824J43NU,1.0,0.0,0
507D59CZ,0.0,1.0,1
585U36AM,1.0,0.0,0
461S51AJ,0.0,1.0,1
003K18VB,0.0,1.0,1
129S57BC,1.0,0.0,0
126T07CT,1.0,0.0,0
961G72QI,0.0,1.0,1
830A73SF,0.0,1.0,1
011C95CX,0.0,1.0,1
857B86HE,0.0,1.0,1
687Q04LK,1.0,0.0,0
785L55IX,1.0,0.0,0
744Y30UX,1.0,0.0,0
520Y61WN,0.0,1.0,1
690T14WE,1.0,0.0,0
543K70TH,1.0,0.0,0
672G83LJ,0.0,1.0,1
893M19LI,0.0,1.0,1
765L65HU,0.0,1.0,1
800T27BS,1.0,0.0,0
441K37WQ,1.0,0.0,0
076J01TU,0.0,1.0,1
958E64OW,0.5,0.5,0
568C97JE,0.0,1.0,1
517C99JY,0.0,1.0,1
227B82DA,1.0,0.0,0
686H04DK,1.0,0.0,0
705K39AK,0.0,1.0,1
560L40LT,0.0,1.0,1
527T54QX,1.0,0.0,0
373X10ZT,0.4444444444444444,0.5555555555555556,1
302Q75LL,0.5,0.5,0
135M86MP,0.0,1.0,1
701W92CO,0.0,1.0,1
424K15ED,0.0,1.0,1
417S27GP,1.0,0.0,0
909W44HY,0.0,1.0,1
139B02HE,0.0,1.0,1
868G31RI,1.0,0.0,0
702D01AH,0.0,1.0,1
999Q95QN,1.0,0.0,0
657P25LO,1.0,0.0,0
462N76VK,0.0,1.0,1
580W48ZX,0.0,1.0,1
401Y86LK,1.0,0.0,0
726Q64HW,0.0,1.0,1
910I82LS,0.0,1.0,1
312L53CT,0.0,1.0,1
522C98QN,1.0,0.0,0
560C64CK,1.0,0.0,0
990O03HI,1.0,0.0,0
503J52VA,0.0,1.0,1
953Q81KT,1.0,0.0,0
282C14WI,0.0,1.0,1
351H14MK,1.0,0.0,0
187K49YF,1.0,0.0,0
490E18ZS,1.0,0.0,0
188O24BD,1.0,0.0,0
152Z85CO,0.0,1.0,1
300X24HC,0.0,1.0,1
203A75OZ,1.0,0.0,0
125H62TB,1.0,0.0,0
203Y37IF,0.0,1.0,1
787A36XG,0.0,1.0,1
677G13JT,1.0,0.0,0
408X33TA,0.0,1.0,1
641F92TI,1.0,0.0,0
792W54VG,0.0,1.0,1
401G83SK,1.0,0.0,0
366J33SV,0.0,1.0,1
589U00OK,0.0,1.0,1
364N25YX,1.0,0.0,0
890Y74BK,1.0,0.0,0
422W46VL,0.0,1.0,1
069X88DH,1.0,0.0,0
616R33GT,1.0,0.0,0
699Y75LV,0.0,1.0,1
873Y20OB,1.0,0.0,0
939Q75TD,1.0,0.0,0
911D81PZ,1.0,0.0,0
915O89GX,0.0,1.0,1
418S87FL,0.0,1.0,1
985R68FV,0.0,1.0,1
181H90UR,0.0,1.0,1
693L51EA,0.0,1.0,1
810F65LM,0.0,1.0,1
170U46TK,0.0,1.0,1
532L90AY,0.0,1.0,1
341R33LS,1.0,0.0,0
283E75RG,0.0,1.0,1
560O58QM,0.0,1.0,1
061D82EB,1.0,0.0,0
043A74YI,0.0,1.0,1
128W85MZ,1.0,0.0,0
859G26AM,0.0,1.0,1
722Y78QD,1.0,0.0,0
251Y46XW,0.5,0.5,0
007T35PE,1.0,0.0,0
364K92DM,0.0,1.0,1
913E12ND,1.0,0.0,0
641N74RC,0.0,1.0,1
573N83EO,0.0,1.0,1
039K81PQ,1.0,0.0,0
485P94HC,1.0,0.0,0
673M92IN,1.0,0.0,0
680Y74IY,1.0,0.0,0
845H39BH,0.0,1.0,1
426N09YO,0.0,1.0,1
901T85LN,0.0,1.0,1
187Q21RA,1.0,0.0,0
360X69GO,1.0,0.0,0
094V48RA,0.0,1.0,1
540L27BD,0.0,1.0,1
804B35GG,1.0,0.0,0
635G78JA,0.0,1.0,1
670A19SD,0.0,1.0,1
424J99YT,1.0,0.0,0
235T24CW,0.0,1.0,1
841P72KV,1.0,0.0,0
384A61LP,1.0,0.0,0
631O26MF,1.0,0.0,0
641G08JW,0.0,1.0,1
459C32TB,1.0,0.0,0
398G20TR,0.0,1.0,1
858S88HW,1.0,0.0,0
228H59VV,0.0,1.0,1
021D81AM,1.0,0.0,0
708P79UO,1.0,0.0,0
622T04JH,0.0,1.0,1
207R55MX,0.0,1.0,1
396H64MG,0.0,1.0,1
353C43RW,0.0,1.0,1
714B40FE,0.0,1.0,1
242J68FL,1.0,0.0,0
717B74YF,1.0,0.0,0
163E11BZ,0.0,1.0,1
290B96MG,1.0,0.0,0
607A46OT,0.0,1.0,1
629N94DT,1.0,0.0,0
611J59TT,0.0,1.0,1
561B97MW,0.0,1.0,1
524D45ML,1.0,0.0,0
417V61RP,0.0,1.0,1
776H80MW,0.0,1.0,1
106T73VK,1.0,0.0,0
105Y69JK,0.0,1.0,1
632F13JC,1.0,0.0,0
844D62JD,0.0,1.0,1
475Z49YB,0.0,1.0,1
952X56NK,1.0,0.0,0
165W32UN,0.0,1.0,1
754R14WC,0.0,1.0,1
443E51EP,1.0,0.0,0
434F33XZ,1.0,0.0,0
984F78XG,0.6,0.4,0
845L00EI,0.0,1.0,1
933I36CZ,1.0,0.0,0
577I66HK,1.0,0.0,0
788K32HN,0.0,1.0,1
378G63ME,0.0,1.0,1
568T28EA,1.0,0.0,0
965O68PE,1.0,0.0,0
738Z77EB,1.0,0.0,0
469O70YY,1.0,0.0,0
649J62LW,1.0,0.0,0
450J24CZ,0.0,1.0,1
293T50OB,0.0,1.0,1
823R00RS,0.0,1.0,1
927L21FV,0.0,1.0,1
801K88PF,0.0,1.0,1
682F41AN,0.0,1.0,1
647R48GU,1.0,0.0,0
889N64ZY,0.0,1.0,1
683U98TX,0.0,1.0,1
187N61UK,0.0,1.0,1
974C97PN,1.0,0.0,0
213F79NJ,1.0,0.0,0
320L05ZC,1.0,0.0,0
144U09UC,0.0,1.0,1
007G89ZH,0.5,0.5,0
968Q78RE,0.0,1.0,1
149O56DI,1.0,0.0,0
417S80PF,0.0,1.0,1
283D68AN,1.0,0.0,0
030B54IS,0.3333333333333333,0.6666666666666666,1
165I93QX,0.0,1.0,1
026G61TP,0.0,1.0,1
330L51AS,0.0,1.0,1
423Q49CX,0.0,1.0,1
637T93GM,1.0,0.0,0
580T20XQ,1.0,0.0,0
916M57HG,0.0,1.0,1
397C68XE,0.0,1.0,1
771U00YM,1.0,0.0,0
356V81HT,1.0,0.0,0
478K96XN,0.0,1.0,1
650V25DS,0.0,1.0,1
053P89VA,1.0,0.0,0
139X99NI,1.0,0.0,0
293Q02HX,1.0,0.0,0
707F01PK,0.0,1.0,1
759X24IE,0.0,1.0,1
878E93VP,0.0,1.0,1
275J01HX,0.0,1.0,1
587K59YQ,0.0,1.0,1
546E65LZ,0.0,1.0,1
242L97FL,0.0,1.0,1
537N48RY,0.0,1.0,1
933F36EC,0.0,1.0,1
017O29RX,1.0,0.0,0
179N66ID,1.0,0.0,0
456L71SK,0.0,1.0,1
498V62EI,0.0,1.0,1
360S16DI,1.0,0.0,0
923I91IE,1.0,0.0,0
314X31GD,0.0,1.0,1
791O60MQ,1.0,0.0,0
667O19SG,0.0,1.0,1
855Y33CL,1.0,0.0,0
620Z03MG,1.0,0.0,0
892X99YL,1.0,0.0,0
587Q86FO,1.0,0.0,0
232V57GE,1.0,0.0,0
256N27PB,0.0,1.0,1
399N78SQ,0.0,1.0,1
662M04KE,1.0,0.0,0
132I94QP,1.0,0.0,0
617H15RU,1.0,0.0,0
185Z81OP,0.0,1.0,1
042D18PT,1.0,0.0,0
437Y09SF,0.0,1.0,1
277Y47HZ,1.0,0.0,0
876S21OO,0.0,1.0,1
720L78NQ,1.0,0.0,0
009S88WH,0.0,1.0,1
457X13IP,0.0,1.0,1
303P24MV,0.0,1.0,1
682L62IE,0.0,1.0,1
761F41LI,1.0,0.0,0
662K85GZ,0.0,1.0,1
987F81RJ,0.0,1.0,1
538A71ID,0.0,1.0,1
560T98KH,1.0,0.0,0
040N17GA,0.5,0.5,0
241K54BN,0.5,0.5,0
559J62GT,1.0,0.0,0
480H72HI,0.0,1.0,1
427I94WE,0.0,1.0,1
206U22SY,1.0,0.0,0
905L16OW,0.0,1.0,1
638O30JK,1.0,0.0,0
657Q33SL,0.0,1.0,1
494Y31LD,1.0,0.0,0
994W21PV,0.0,1.0,1
030K36HH,1.0,0.0,0
785L42HO,0.0,1.0,1
883K94YP,0.0,1.0,1
045B89KR,1.0,0.0,0
306M50AC,0.0,1.0,1
386L34BR,1.0,0.0,0
132A75NQ,1.0,0.0,0
122C15CI,0.0,1.0,1
275Q03RQ,0.0,1.0,1
720E22QA,0.0,1.0,1
158R23YN,0.0,1.0,1
097D03FN,1.0,0.0,0
019I84OB,1.0,0.0,0
336A91WC,0.0,1.0,1
307X80YL,1.0,0.0,0
436F28VV,0.0,1.0,1
126N63ZD,0.0,1.0,1
334G99AR,1.0,0.0,0
341E68HS,0.0,1.0,1
267B91AV,0.0,1.0,1
001E08VB,0.5,0.5,0
823E50EX,0.0,1.0,1
098M68XJ,1.0,0.0,0
074O26JT,1.0,0.0,0
813L58QC,0.0,1.0,1
824X93BQ,0.0,1.0,1
728U06AL,0.0,1.0,1
434F77IO,1.0,0.0,0
162S26DV,0.0,1.0,1
158V37KI,1.0,0.0,0
594G14EA,0.0,1.0,1
886N62XD,0.0,1.0,1
741E42DI,0.0,1.0,1
976D58BE,1.0,0.0,0
566D83WP,1.0,0.0,0
358D05AT,0.0,1.0,1
928X61CP,0.0,1.0,1
454R37QD,0.0,1.0,1
802W81OW,1.0,0.0,0
813X23RD,1.0,0.0,0
634J05AQ,0.0,1.0,1
387V64BM,1.0,0.0,0
746W13TD,0.0,1.0,1
686F67TS,0.0,1.0,1
233Q48SR,1.0,0.0,0
395W31WZ,1.0,0.0,0
227K75DP,0.5,0.5,0
828Y08CJ,0.0,1.0,1
155K88AA,0.0,1.0,1
281J29SD,0.0,1.0,1
984X04EV,0.0,1.0,1
710E61TQ,1.0,0.0,0
286V28UQ,0.0,1.0,1
149I53SS,1.0,0.0,0
108F29WM,1.0,0.0,0
922K11YE,0.0,1.0,1
082P67VD,0.0,1.0,1
074Y72XE,1.0,0.0,0
867C67BK,1.0,0.0,0
119I93TL,1.0,0.0,0
242P33HX,0.0,1.0,1
725Q83PB,1.0,0.0,0
464I33EV,0.0,1.0,1
265T64FG,0.0,1.0,1
339M14XG,0.0,1.0,1
248Z28KC,0.0,1.0,1
491B14DF,0.0,1.0,1
473Z66CV,1.0,0.0,0
311K70ZN,0.0,1.0,1
458I69RC,0.0,1.0,1
747G13BL,0.0,1.0,1
853D23AV,1.0,0.0,0
001V94CF,0.0,1.0,1
070H50HS,1.0,0.0,0
888K97CN,1.0,0.0,0
031W24GY,0.0,1.0,1
692K83MC,1.0,0.0,0
723F20BZ,0.0,1.0,1
